labels,entities
"['Solution', 'Competency', 'Industry', 'Soft Skill']","['software', 'sense of responsibility', 'autocad', 'graphic applications']"
"['Position', 'Academic Discipline', 'Management', 'Academic Discipline', 'Management', 'Education Level']","['analysis', 'chief accountant', 'university degree', 'statistics', 'management', 'interpersonal skills']"
"['Position', 'Position', 'Position', 'Position']","['ms office', 'university diploma', 'chief accountant', 'accountant']"
"['Education Level', 'Management', 'Solution', 'Solution', 'Solution', 'Industry']","['sales', 'university degree', 'photoshop', 'coreldraw', 'autocad', 'organization skills']"
"['Position', 'Position', 'Solution', 'Soft Skill', 'Management', 'Soft Skill', 'Position']","['manager', 'communication skills', 'government', 'time management', 'organisational skills', 'receptionist', 'excel']"
"['Management', 'Academic Discipline', 'Management', 'Education Level']","['university degree', 'management', 'analysis', 'team player']"
"['Position', 'Position', 'Solution', 'Soft Skill', 'Management', 'Soft Skill', 'Position']","['organizational skills', 'manager', 'communication skills', 'government', 'time management', 'administrative office', 'excel']"
"['Industry', 'Management', 'Industry', 'Soft Skill', 'Industry']","['insurance', 'government', 'transportation', 'management', 'interpersonal skills']"
"['Industry', 'Position', 'Soft Skill', 'Industry', 'Position', 'Industry']","['consultant', 'interpersonal skills', 'hard working', 'sales', '`sale', 'feeling of responsibility']"
"['Position', 'Position', 'Management', 'Position', 'Solution', 'Soft Skill', 'Management', 'Soft Skill', 'Position']","['organizational skills', 'manager', 'administrative assistant', 'communication skills', 'government', 'time management', 'administrative role', 'excel', 'management']"
"['Industry', 'Industry', 'Industry', 'Industry', 'Industry']","['programming', 'masters degree', 'government', 'media', 'communications']"
"['Education Level', 'Platform', 'Solution']","['ms office', 'university degree', 'windows']"
"['Management', 'Solution', 'Solution']","['excel', 'management', 'photoshop']"
"['Position', 'Work Activity', 'Solution', 'Academic Discipline', 'Industry', 'Industry']","['analysis', 'director', 'sales', 'software', 'planning', 'excel']"
"['Industry', 'Soft Skill', 'Industry', 'Education Level', 'Academic Discipline', 'Industry', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Solution', 'Standard/Technology', 'Framework/Library', 'Framework/Library', 'Solution', 'Standard/Technology', 'Industry', 'Solution']","['css', 'database technologies', 'xml', 'java', 'servlets', 'university degree', 'ms word', 'tomcat', 'computer science', 'software', 'html', 'technology', 'team players', 'research and development', 'javascript', 'ant', 'management', 'hibernate', 'spring']"
"['Programming Language', 'Framework/Library', 'Position', 'Framework/Library', 'Industry', 'Framework/Library', 'Management', 'Industry']","['project management', 'object oriented programming', 'senior developer', 'software', 'c#', '.net', 'leadership', 'design patterns']"
"['Position', 'Position', 'Position', 'Position']","['ms office', 'university diploma', 'chief accountant', 'accountant']"
"['Position', 'Position', 'Soft Skill', 'Soft Skill', 'Work Activity', 'Industry', 'Industry', 'Business Function', 'Industry', 'Industry', 'Education Level', 'Industry']","['critical thinking', 'market research', '`marketingmanager', 'energy', 'analysis', 'sales', 'responsibility', 'planning', 'bachelors degree', 'marketing manager', 'presentation', 'retail']"
"['Business Function', 'Business Function', 'Business Function', 'Business Function', 'Academic Discipline']","['human resources', 'hr', 'university degree', 'communication skills', 'statistics']"
"['Position', 'Programming Language', 'Work Activity', 'Business Function', 'Management', 'Education Level', 'Business Function', 'Programming Language', 'Standard/Technology', 'Programming Language']","['mysql', 'jsp', 'programming', 'java developer', 'software development', 'html', 'bachelors', 'javascript', 'java', 'management']"
"['Position', 'Position', 'Standard/Technology', 'Programming Language', 'Programming Language', 'Work Activity', 'Soft Skill']","['internalcontrolsystem', 'programming', 'itspecialist', 'it specialist', 'team player', 'java', 'hard worker']"
"['Position', 'Position', 'Soft Skill', 'Soft Skill']","['hard worker', 'team player', 'receptionist', 'communication skills']"
"['Position', 'Industry', 'Industry', 'Platform', 'Competency', 'Education Level', 'Academic Discipline', 'Business Function', 'Competency', 'Work Activity', 'Competency', 'Programming Language']","['programming', 'multithread', 'computer science', 'ajax', 'software engineering', 'bs or ms', 'software', 'erlang', 'software developer', 'java', 'unix', 'functional programming']"
"['Position', 'Industry', 'Education Level', 'Academic Discipline', 'Platform', 'Platform', 'Programming Language', 'Competency', 'Programming Language']","['computer science', 'perl', 'bs or ms', 'software', 'pyton', 'scripting languages', 'unix', 'qa engineer', 'shell']"
"['Position', 'Management', 'Academic Discipline', 'Soft Skill', 'Soft Skill', 'Business Function']","['hr', 'manager', 'construction engineering', 'communication skills', 'team player', 'management']"
"['Position', 'Position', 'Framework/Library', 'Programming Language', 'Database', 'Programming Language', 'Framework/Library', 'Solution', 'Framework/Library']","['asp.net', 'software development', 'ms sql', 'c#', 'windows services', 'c# developer', '.net', 't-sql', 'c#developer']"
"['Position', 'Position', 'Industry', 'Work Activity', 'Management', 'Work Activity', 'Soft Skill', 'Soft Skill', 'Education Level', 'Soft Skill', 'Soft Skill']","['consultant', 'loyalty', 'interpersonal skills', 'written and oral communication', 'sense of humor', 'team player', 'planning', 'presentation', ""bachelor's degree"", 'management', 'communications']"
"['Academic Discipline', 'Education Level', 'Solution', 'Soft Skill', 'Industry']","['microsoft office', 'university degree', 'communication skills', 'statistics', 'banking']"
"['Work Activity', 'Industry', 'Industry', 'Education Level']","['university degree', 'retail', 'organizing', 'communication skills']"
"['Position', 'Academic Discipline', 'Management', 'Education Level', 'Industry', 'Solution', 'Business Function']","['hr', 'university degree', 'statistics', 'ms office', 'banking', 'management', 'accountant']"
"['Management', 'Education Level', 'Industry', 'Academic Discipline', 'Soft Skill', 'Solution', 'Business Function']","['hr', 'analysis', 'university degree', 'sense of responsibility', 'ms office', 'banking', 'management']"
"['Academic Discipline', 'Academic Discipline', 'Education Level', 'Management', 'Soft Skill', 'Soft Skill', 'Solution']","['organizational skills', 'hr', 'analysis', 'responsibility', 'university degree', 'attention to detail', 'excel']"
"['Industry', 'Position', 'Industry', 'Programming Language', 'Programming Language', 'Business Function', 'Business Function', 'Business Function', 'Academic Discipline', 'Industry', 'Industry']","['programming', 'cs', 'j2ee', 'analysis', 'java developer', 'software development', 'software', 'java', 'bs/ms', 'design patterns', 'system testing']"
"['Business Function', 'Business Function', 'Business Function', 'Business Function']","['human resources', 'hr', 'university degree', 'communication skills']"
"['Education Level', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Solution', 'Business Function']","['hr', 'university degree', 'communication skills', 'team player', 'excel', 'interpersonal skills']"
"['Position', 'Position', 'Management', 'Position', 'Management', 'Position', 'Management', 'Position', 'Position', 'Position', 'Management', 'Position', 'Position', 'Position', 'Position', 'Education Level', 'Management']","['lotus notes', 'human resources', 'visio', 'director', 'administrative support', 'project management', 'university degree', 'communication skills', 'government', 'ms office', 'software', 'quality management', 'executive officer', 'strategic planning', 'management', 'excel', 'information systems']"
"['Position', 'Position', 'Position', 'Academic Discipline', 'Academic Discipline', 'Work Activity', 'Academic Discipline', 'Management', 'Management', 'Position', 'Industry', 'Industry', 'Position', 'Position', 'Position', 'Position', 'Education Level', 'Academic Discipline']","['human resources', 'analysis', 'director', 'university degree', 'documenting', 'senior systems administrator', 'communication skills', 'government', 'ms office', 'software', 'honesty', 'systems administrator', 'attention to details', 'senior system administrator', 'senior accountant', 'management', 'excel', 'information systems']"
"['Position', 'Position', 'Position', 'Management', 'Programming Language', 'Academic Discipline', 'Business Function', 'Business Function', 'Academic Discipline', 'Database', 'Programming Language', 'Programming Language', 'Framework/Library', 'Database', 'Programming Language', 'Programming Language', 'Programming Language']","['cs', 'software engineer', 'xml', 'algorithms', 'c/c++', 'tfs', 'oracle', 'listening', 'software development', 'oral communication', 'visual studio', 'c#', 'sql', '.net', 'java', 'mssql', 'management']"
"['Position', 'Position', 'Solution', 'Solution', 'Programming Language']","['organizational skills', 'designer', '3d studio', 'photoshop', 'java']"
"['Programming Language', 'Programming Language', 'Programming Language', 'Programming Language']","['mysql', 'html', 'php', 'software development']"
"['Management', 'Work Activity', 'Management']","['project management', 'university degree', 'planning']"
"['Industry', 'Education Level', 'Academic Discipline', 'Industry', 'Solution', 'Industry', 'Programming Language', 'Industry', 'Industry']","['insurance', 'c', 'university degree', 'telecommunication', 'software', 'autocad', 'technology', 'telecom', 'civil engineering']"
"['Industry', 'Industry', 'Education Level', 'Solution', 'Industry']","['insurance', 'microsoft office', ""master's degree"", 'software', 'financial sector']"
"['Industry', 'Solution', 'Industry']","['software', 'financial sector', 'microsoft office']"
"['Industry', 'Position', 'Industry', 'Position', 'Industry', 'Industry', 'Industry', 'Industry']","['interpersonal skills', 'manager', 'logistics', 'written and oral communication', ""bachelor's degree"", 'team player', 'transportation', 'manufacturing']"
"['Industry', 'Industry', 'Industry', 'Management', 'Management', 'Industry', 'Education Level']","['insurance', 'masters degree', 'banking', 'phd', 'leadership', 'management', 'financial sector']"
"['Industry', 'Work Activity', 'Industry', 'Work Activity', 'Education Level', 'Solution', 'Industry']","['microsoft office', ""master's degree"", 'government', 'software', 'organizing', 'planning', 'financial sector']"
